cik,benford_p,name
1017673,4.8905393638513585e-06,DOVER MOTORSPORTS INC
101778,0.03657739689176543,MARATHON OIL CORP
1018164,0.00013384733860619314,WILLIS LEASE FINANCE CORP
101829,1.47689287785639e-05,UNITED TECHNOLOGIES CORP /DE/
101829,1.47689287785639e-05,RAYTHEON TECHNOLOGIES CORP
101829,1.47689287785639e-05,RTX CORP
101830,0.0385053810477699,SPRINT CORP
1018840,0.0167922515379392,ABERCROMBIE & FITCH CO /DE/
1018963,0.00730788645735825,ALLEGHENY TECHNOLOGIES INC
1018963,0.00730788645735825,ATI INC
1018979,9.254435344416518e-24,AMERISAFE INC
1019034,0.011133859212556952,BIO KEY INTERNATIONAL INC
1019671,0.026030865645823333,SEACHANGE INTERNATIONAL INC
1019849,4.206920163050753e-12,"PENSKE AUTOMOTIVE GROUP, INC."
1020214,0.0025701294825481447,CERUS CORP
1020569,1.4640896710470062e-08,IRON MOUNTAIN INC
1020859,2.2282481629704428e-60,UNITED NATURAL FOODS INC
102109,0.0067846320078177,UNIVERSAL SECURITY INSTRUMENTS INC
1021096,0.02980241849598519,"TROIKA MEDIA GROUP, INC."
1021162,4.846907671665972e-09,TRIUMPH GROUP INC
1021435,0.0005374760697446186,HOPTO INC.
1021604,0.01406493700961225,ON TRACK INNOVATIONS LTD
1021635,0.008068945348542248,OGE ENERGY CORP.
1021860,0.01296124301768247,NATIONAL OILWELL VARCO INC
1021860,0.01296124301768247,NOV INC.
1021917,0.012867969475350646,"JV GROUP, INC."
1021917,0.012867969475350646,"AWAYSIS CAPITAL, INC."
1022079,2.4663377356134687e-18,QUEST DIAGNOSTICS INC
102212,5.280845841449775e-07,UNIVEST FINANCIAL CORP
1022321,1.3124469147414715e-11,GENESIS ENERGY LP
1022408,1.4187402466433078e-05,EPLUS INC
1022505,0.00015017277616221513,CIPHERLOC CORP
1022505,0.00015017277616221513,"SIDECHANNEL, INC."
1022646,0.045517199278945875,ULTRA PETROLEUM CORP
1022652,6.44123678138095e-06,INSEEGO CORP.
1022671,0.003417112674024144,STEEL DYNAMICS INC
1023024,0.0015470138611286236,ANI PHARMACEUTICALS INC
1023128,0.038336732856679295,LITHIA MOTORS INC
1023313,1.75554930562852e-08,"FORRESTER RESEARCH, INC."
1023459,2.8147876273569194e-08,SIMULATIONS PLUS INC
1023459,2.8147876273569194e-08,"SIMULATIONS PLUS, INC."
1023731,0.005490075563359061,8X8 INC /DE/
1023844,3.452687739250841e-05,NATIONAL HOLDINGS CORP
1023994,5.296299625139398e-07,"SG BLOCKS, INC."
1023994,5.296299625139398e-07,SAFE & GREEN HOLDINGS CORP.
1024305,1.4221945612590628e-07,COTY INC.
1024672,0.001029496365890604,ELTEK LTD
1024725,1.6520442804597048e-07,TENNECO INC
1024795,0.0011594050886159389,"HELIOS TECHNOLOGIES, INC."
1025378,1.0656093287567472e-07,W. P. CAREY INC.
1025561,1.0990922791909458e-05,MER TELEMANAGEMENT SOLUTIONS LTD
1025561,1.0990922791909458e-05,SHARPLINK GAMING LTD.
1025996,1.9071686736677963e-28,KILROY REALTY CORP
1026655,5.215119558521416e-05,CORE MOLDING TECHNOLOGIES INC
1026662,2.975662752901836e-06,EURO TECH HOLDINGS CO LTD
102729,5.262312599330795e-29,VALMONT INDUSTRIES INC
102752,0.00023866203446961951,VSE CORP
1027664,1.3287823941828898e-05,ELBIT SYSTEMS LTD
1027838,0.004928085368229953,TACTILE SYSTEMS TECHNOLOGY INC
1028918,0.0002394925649749356,PACIFIC PREMIER BANCORP INC
1029199,0.004627369773183418,EURONET WORLDWIDE INC
1029199,0.004627369773183418,"EURONET WORLDWIDE, INC."
1029744,0.040325719254374684,SONIC FOUNDRY INC
1029800,1.0630164476872193e-22,URSTADT BIDDLE PROPERTIES INC
1029831,0.04774575429361878,HILLMAN COMPANIES INC
1030471,0.04507078368487851,UTSTARCOM HOLDINGS CORP.
1031029,0.002861370537790734,"STARTEK, INC."
1031235,3.247021261940337e-05,"GLOBAL SELF STORAGE, INC."
1031296,1.2393889751428625e-10,FIRSTENERGY CORP
1031316,4.916799626780058e-07,FRANKLIN STREET PROPERTIES CORP /MA/
1032220,0.003255461232660033,"MAXIMUS, INC."
103379,0.0057218693214725344,V F CORP
1033905,1.714374803042894e-07,LUMINEX CORP
1034054,2.663218721817322e-07,SBA COMMUNICATIONS CORP
1034670,7.515405751013165e-10,AUTOLIV INC
1034842,0.010031633571546726,RIGEL PHARMACEUTICALS INC
1035443,0.042969537927301474,"ALEXANDRIA REAL ESTATE EQUITIES, INC."
103595,0.001370939406077987,VILLAGE SUPER MARKET INC
1035983,0.004239412571234035,COMFORT SYSTEMS USA INC
1036188,3.3625144239933105e-05,QAD INC
1036848,1.0310317333963073e-05,AEROCENTURY CORP
1036848,1.0310317333963073e-05,MEGA MATRIX CORP.
1037038,2.3366972562685335e-08,RALPH LAUREN CORP
1037390,5.344245796953745e-06,"GRIFFIN INDUSTRIAL REALTY, INC."
1037390,5.344245796953745e-06,"INDUS REALTY TRUST, INC."
1037540,8.785426725795358e-17,BOSTON PROPERTIES INC
1037540,8.785426725795358e-17,"BXP, INC."
1037646,0.026732684180976764,METTLER TOLEDO INTERNATIONAL INC/
1037676,0.004127208936617535,ARCH COAL INC
1037676,0.004127208936617535,"ARCH RESOURCES, INC."
1037976,2.3660042163522832e-08,JONES LANG LASALLE INC
1038133,0.04305999123771975,HESKA CORP
1038277,0.005330770589837236,INTERNATIONAL ISOTOPES INC
1038357,6.277941183207507e-06,PIONEER NATURAL RESOURCES CO
103872,4.82228787312488e-09,"VOLT INFORMATION SCIENCES, INC."
1039065,9.343094451408388e-14,OSI SYSTEMS INC
1039280,9.942425522559832e-07,NETSOL TECHNOLOGIES INC
1039399,1.2669535064801207e-05,FORMFACTOR INC
1039684,0.0001380964208371344,ONEOK INC /NEW/
1040130,9.69117854801552e-22,PETMED EXPRESS INC
1040161,3.5603328890906626e-05,"PIXELWORKS, INC"
1040896,1.795987893588245e-05,"INTELLICHECK, INC."
1040971,0.0061342750493196445,SL GREEN REALTY CORP
1041024,2.168505768126195e-24,"ROCKWELL MEDICAL, INC."
1041061,4.937014260924205e-17,YUM BRANDS INC
1041368,0.0020172346842091435,RIVERVIEW BANCORP INC
1041514,0.0009498130976887792,NET 1 UEPS TECHNOLOGIES INC
1041514,0.0009498130976887792,LESAKA TECHNOLOGIES INC
1041657,0.0012715181096678262,"URBAN ONE, INC."
104169,2.0254748367621314e-05,WALMART INC.
1041859,0.03182268665257906,"CHILDRENS PLACE, INC."
1042046,0.04250416454203108,AMERICAN FINANCIAL GROUP INC
1042642,2.9161023996200804e-33,DISH DBS CORP
1042729,0.003942207313382407,MERCANTILE BANK CORP
1042776,2.388099534399703e-16,"PIEDMONT OFFICE REALTY TRUST, INC."
1042893,0.002689311631916704,DRIL-QUIP INC
1042893,0.002689311631916704,"INNOVEX INTERNATIONAL, INC."
1043000,1.0809195800683257e-06,CAPITAL SENIOR LIVING CORP
1043000,1.0809195800683257e-06,"SONIDA SENIOR LIVING, INC."
1043186,0.007553530201980109,"STABILIS ENERGY, INC."
1043186,0.007553530201980109,"STABILIS SOLUTIONS, INC."
1043337,0.00019463938208096038,STONERIDGE INC
1043604,0.008562926979185627,JUNIPER NETWORKS INC
1043894,0.03867217386827181,"ENVIRO TECHNOLOGIES, INC."
1043894,0.03867217386827181,"ENVIRO TECHNOLOGIES U.S., INC."
1043894,0.03867217386827181,WOLF ENERGY SERVICES INC.
1043961,1.171258524629747e-07,"PRECIPIO, INC."
1044777,4.189633224459793e-11,ONESPAN INC.
1045450,9.790798360419757e-06,EPR PROPERTIES
10456,1.5362187951670343e-11,BAXTER INTERNATIONAL INC
1045609,0.022645981698970762,"PROLOGIS, INC."
1045742,0.022255334429072772,LIVE VENTURES INC
1045942,4.1177525996745604e-09,"TRACK GROUP, INC."
1046025,4.268548123802339e-05,HERITAGE FINANCIAL CORP /WA/
1046257,0.00016421617713732056,INGREDION INC
1046311,0.011364996708511715,CHOICE HOTELS INTERNATIONAL INC /DE
1046327,4.579038464275631e-09,REALNETWORKS INC
1046568,1.88764099745401e-08,PERDOCEO EDUCATION CORP
1046995,0.033162271330298095,EMAGIN CORP
1047127,0.0026589227897212057,"AMKOR TECHNOLOGY, INC."
1047335,1.0970089206042626e-18,NATIONAL HEALTHCARE CORP
1047340,1.2072201605203874e-12,FRESH DEL MONTE PRODUCE INC
1047862,9.803926471425747e-05,CONSOLIDATED EDISON INC
1048286,0.03389914929143454,MARRIOTT INTERNATIONAL INC /MD/
1048477,1.309794348893952e-11,BIOMARIN PHARMACEUTICAL INC
1048695,5.84598166653451e-13,"F5 NETWORKS, INC."
1048695,5.84598166653451e-13,"F5, INC."
104889,3.8701162405919456e-05,GRAHAM HOLDINGS CO
1048911,9.247036472426474e-12,FEDEX CORP
104894,2.3896756918008244e-16,WASHINGTON REAL ESTATE INVESTMENT TRUST
104894,2.3896756918008244e-16,ELME COMMUNITIES
1049011,4.390258252135886e-09,KID CASTLE EDUCATIONAL CORP
104918,1.768189955846045e-05,AVISTA CORP
1049521,0.04864122020500781,MERCURY SYSTEMS INC
1050140,0.03999244613984875,DESCARTES SYSTEMS GROUP INC
1050377,1.7412638471571462e-11,PC CONNECTION INC
1050446,6.983866026937318e-05,MICROSTRATEGY INC
1050606,1.1107374440229821e-05,"SALEM MEDIA GROUP, INC. /DE/"
1050825,3.816846160502721e-08,STEELCASE INC
1050915,0.02344895069708462,"QUANTA SERVICES, INC."
105132,8.659255013549127e-05,WD 40 CO
1051470,5.539727530008486e-20,CROWN CASTLE INTERNATIONAL CORP
1051470,5.539727530008486e-20,CROWN CASTLE INC.
1051512,2.7391996737374943e-22,TELEPHONE & DATA SYSTEMS INC /DE/
1051514,6.161307034702316e-08,"STRATA SKIN SCIENCES, INC."
1051627,0.00037224949031193174,AXT INC
1052054,6.29478818209942e-11,EVOLVING SYSTEMS INC
1052054,6.29478818209942e-11,"SYMBOLIC LOGIC, INC."
1052354,3.5578783702385623e-07,MAN AHL DIVERSIFIED I LP
1052595,0.04938025600482871,RED LION HOTELS CORP
1052752,0.00033295379817217677,GETTY REALTY CORP /MD/
105319,0.0025750026837105056,"WW INTERNATIONAL, INC."
1053352,0.009213949536576746,HERITAGE COMMERCE CORP
1053369,1.5102377550157504e-06,ELITE PHARMACEUTICALS INC /NV/
1053507,0.01108976153367222,AMERICAN TOWER CORP /MA/
1053691,0.0013777869055126345,DIFFUSION PHARMACEUTICALS INC.
1053691,0.0013777869055126345,CERVOMED INC.
1053706,0.02509797175846047,"CRA INTERNATIONAL, INC."
1054102,0.00442314364387623,"INTERPACE BIOSCIENCES, INC."
105418,2.85678213915735e-13,WEIS MARKETS INC
1054721,6.764175500578943e-07,BSQUARE CORP /WA
1055726,3.9364814927480374e-07,"INOVIO PHARMACEUTICALS, INC."
1056087,0.04192941237749239,MCCLATCHY CO
1056288,1.152501097015943e-05,"FEDERATED HERMES, INC."
105634,0.019963420632263168,"EMCOR GROUP, INC."
1056358,3.0830474565737254e-08,MANNATECH INC
1056386,3.5053271025207185e-05,INTERNAP CORP
1056903,3.1992218559806092e-18,AMERICAN STATES WATER CO
1056943,0.0006134605707861542,PEOPLES FINANCIAL SERVICES CORP.
1057083,9.339233984090995e-05,PC TEL INC
1057352,1.258634050809207e-05,"COSTAR GROUP, INC."
1057379,2.2434826409913783e-30,"HACKETT GROUP, INC."
105744,6.331925772335457e-09,"NEW CONCEPT ENERGY, INC."
105770,0.0020207363161473695,WEST PHARMACEUTICAL SERVICES INC
1058090,0.0008858430351383795,CHIPOTLE MEXICAN GRILL INC
1058290,4.425511091011157e-29,COGNIZANT TECHNOLOGY SOLUTIONS CORP
1058307,3.186754016642012e-09,ORBSAT CORP
1058307,3.186754016642012e-09,NEXTPLAT CORP
1058811,4.064565509839117e-06,IMMERSION CORP
1059142,0.009053319014812227,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P."
1059142,0.009053319014812227,GREYSTONE HOUSING IMPACT INVESTORS LP
1059262,0.04505479729134501,SP PLUS CORP
1059556,0.0009225406918650586,MOODYS CORP /DE/
1059784,0.005841548941387307,GENEREX BIOTECHNOLOGY CORP
1060349,2.8345263870271375e-11,"GAMCO INVESTORS, INC. ET AL"
1060391,3.661303179528454e-05,"REPUBLIC SERVICES, INC."
1060822,1.7983812437695997e-08,CARTERS INC
1060955,2.083646980537378e-07,ICON PLC
1061219,0.025588380270130707,ENTERPRISE PRODUCTS PARTNERS L.P.
1061983,1.2707097703514151e-11,CYTOKINETICS INC
1062128,8.706637587911938e-15,"ARTEMIS THERAPEUTICS, INC."
1062128,8.706637587911938e-15,"MANUKA, INC."
1062231,0.0035937709432721345,AMERICAN AXLE & MANUFACTURING HOLDINGS INC
1062579,0.010474926620174851,AMDOCS LTD
1062822,6.322215132016505e-06,"LEXICON PHARMACEUTICALS, INC."
1063344,8.05360283872801e-05,HERSHA HOSPITALITY TRUST
1063761,1.8248746861885684e-07,SIMON PROPERTY GROUP INC /DE/
1064722,1.8815633001662265e-14,GIVEMEPOWER CORP
1064728,1.041037151747967e-06,PEABODY ENERGY CORP
1065059,0.013703500472589643,CENTRUS ENERGY CORP
1065078,0.010780420080092546,NETWORK 1 TECHNOLOGIES INC
1065078,0.010780420080092546,"NETWORK-1 TECHNOLOGIES, INC."
1065088,4.178644371258971e-08,EBAY INC
1065201,1.9975023288462536e-06,AMERINST INSURANCE GROUP LTD
1065280,8.97444881176599e-08,NETFLIX INC
106532,2.2255965773043903e-10,WEYCO GROUP INC
1065332,1.7123362140952576e-05,NIC INC
106535,0.0023791990299797676,WEYERHAEUSER CO
1065696,2.1814534426515446e-22,LKQ CORP
1066194,9.197724529695141e-06,EGAIN CORP
106640,1.4346279996063688e-05,WHIRLPOOL CORP /DE/
1066605,0.002438426678584983,HEIDRICK & STRUGGLES INTERNATIONAL INC
1066764,7.35231795519243e-11,"SPINE INJURY SOLUTIONS, INC"
1066764,7.35231795519243e-11,BITECH TECHNOLOGIES CORP
1066923,0.0056903177175279766,FUTURE FINTECH GROUP INC.
1067294,6.754532245882192e-06,"CRACKER BARREL OLD COUNTRY STORE, INC"
1067701,0.004123924823838927,"UNITED RENTALS, INC."
1067873,0.002183682525474057,AS-IP TECH INC
1067983,3.570868565246366e-12,BERKSHIRE HATHAWAY INC
1068148,1.9073566520943515e-06,PARK OHIO INDUSTRIES INC/OH
1068689,0.006600467274190784,"DATA443 RISK MITIGATION, INC."
1068875,9.571932733504734e-09,"BLUCORA, INC."
1068875,9.571932733504734e-09,"AVANTAX, INC."
1069183,0.02242312605459446,"AXON ENTERPRISE, INC."
1069202,1.2399433540401414e-05,LENNOX INTERNATIONAL INC
1069258,0.00017364878621432394,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
1069308,2.4845414037313717e-13,ACER THERAPEUTICS INC.
1069394,0.0006964581068411935,FLEXIBLE SOLUTIONS INTERNATIONAL INC
1069533,3.2665580494276366e-05,RGC RESOURCES INC
1069680,8.193540179492984e-07,"HANNOVER HOUSE, INC."
1069878,1.6857742532568885e-10,TREX CO INC
1069899,1.9345541383232893e-05,PHIBRO ANIMAL HEALTH CORP
1069996,0.010336160800610105,FEDNAT HOLDING CO
1070081,3.6472520082023254e-08,"PTC THERAPEUTICS, INC."
1070154,0.020174695442265106,STERLING BANCORP
1070296,0.014756416716429906,FIRST CAPITAL INC
1070423,3.650207227190422e-06,PLAINS ALL AMERICAN PIPELINE LP
1070750,0.000247472154325069,"HOST HOTELS & RESORTS, INC."
1070985,1.349519329349399e-34,"CORECIVIC, INC."
1071255,9.199723309716586e-07,"GOLDEN ENTERTAINMENT, INC."
107140,2.185941627265193e-06,"JOHN WILEY & SONS, INC."
1071739,0.0010007027145430005,CENTENE CORP
1072379,0.029820451867484273,NORTHWEST BIOTHERAPEUTICS INC
1072627,0.004358571102568738,KINGSWAY FINANCIAL SERVICES INC
107263,1.0775169382783887e-11,"WILLIAMS COMPANIES, INC."
1073349,0.002275318819910742,BOTTOMLINE TECHNOLOGIES INC /DE/
1073349,0.002275318819910742,BOTTOMLINE TECHNOLOGIES INC
1073429,0.013644578331712467,"U.S. CONCRETE, INC."
1074828,1.2989224711005292e-08,"KNOW LABS, INC."
1074902,1.594113398420052e-05,LCNB CORP
1075415,3.452778367953872e-11,DIVERSIFIED HEALTHCARE TRUST
1075706,0.009167394818642347,CITIZENS HOLDING CO /MS/
1075736,3.4540723836032687e-13,"CREXENDO, INC."
1075857,0.021587833053796864,VIEW SYSTEMS INC
1076930,1.2150779394867694e-09,NOVANTA INC
1077618,9.477267414200096e-05,OPTIBASE LTD
1078075,1.4244568028126158e-05,NETSCOUT SYSTEMS INC
107815,4.037526126660236e-21,WISCONSIN ELECTRIC POWER CO
1078207,0.009541081704670159,"NAUTILUS, INC."
1078207,0.009541081704670159,BOWFLEX INC.
107833,1.804648496746634e-27,WISCONSIN PUBLIC SERVICE CORP
1078799,0.00011349484390215364,"MARIJUANA CO OF AMERICA, INC."
10795,0.001192705197424669,BECTON DICKINSON & CO
1080319,1.5689660545893928e-18,"NEWGIOCO GROUP, INC."
1080319,1.5689660545893928e-18,"ELYS GAME TECHNOLOGY, CORP."
1080448,4.956697761633208e-07,PATRIOT GOLD CORP
1080657,0.0010026653138552788,"PRESIDIO PROPERTY TRUST, INC."
1080709,2.1449449224509905e-06,ARENA PHARMACEUTICALS INC
1081316,6.234253284750988e-10,BERKSHIRE HATHAWAY ENERGY CO
1081745,0.009746151833987679,"INTELLINETICS, INC."
1082038,9.868139251076463e-09,DURECT CORP
1082324,1.0516862136460201e-11,VIRNETX HOLDING CORP
1082554,0.0018439349650107022,UNITED THERAPEUTICS CORP
1082923,3.5400793700253365e-08,STAMPS.COM INC
108312,0.024298567991947365,"WOODWARD, INC."
1083446,0.005041891749357725,"APOLLO MEDICAL HOLDINGS, INC."
1083446,0.005041891749357725,"ASTRANA HEALTH, INC."
1083490,3.511276280345805e-11,SUNRISE REAL ESTATE GROUP INC
1083522,0.02798419972013361,JONES SODA CO
108385,5.340847971832902e-15,WORLD ACCEPTANCE CORP
1084048,3.542333808791657e-09,"J2 GLOBAL, INC."
1084048,3.542333808791657e-09,"ZIFF DAVIS, INC."
1084133,0.04686343461847682,"REAL BRANDS, INC."
1084201,0.02209560876900681,SINOVAC BIOTECH LTD
1084267,0.0005983090875840833,"MOBIQUITY TECHNOLOGIES, INC."
1084384,0.00012425426274171661,PARETEUM CORP
1084475,1.829810171991759e-12,"VIDEO RIVER NETWORKS, INC."
1084577,0.007312627858945822,CYREN LTD.
1084580,1.9911988205118173e-17,JEFFERIES GROUP LLC
1084869,0.0005264602854417744,1 800 FLOWERS COM INC
1084961,0.0039479181431284795,ENCORE CAPITAL GROUP INC
108516,0.00857421650483113,WORTHINGTON INDUSTRIES INC
108516,0.00857421650483113,"WORTHINGTON ENTERPRISES, INC."
1085243,0.0019868626847442984,"VIRTRA, INC"
1085277,0.007435801486305107,"SKINVISIBLE, INC."
1085392,2.1909390382037835e-12,PUGET ENERGY INC /WA
1085869,5.787148666397894e-07,PERFICIENT INC
1086222,1.6693239629774597e-13,AKAMAI TECHNOLOGIES INC
1086303,0.029960460686514426,HEYU BIOLOGICAL TECHNOLOGY CORP
1086303,0.029960460686514426,"HONGCHANG INTERNATIONAL CO., LTD"
1086600,4.7910195702668775e-11,ALLIANCE RESOURCE PARTNERS LP
1087294,6.874178867923364e-06,CUMBERLAND PHARMACEUTICALS INC
1087456,1.4317878503314345e-07,UNITED BANCSHARES INC/OH
1088034,0.019257256392305813,"USIO, INC."
1088413,0.04164199742594707,"GREYSTONE LOGISTICS, INC."
1088638,0.0029483925198818036,"MASTERMIND, INC."
1088856,0.00016805364009992574,CORCEPT THERAPEUTICS INC
1089063,0.009911652470335238,"DICK'S SPORTING GOODS, INC."
1089511,0.00010045242265759727,ALASKA COMMUNICATIONS SYSTEMS GROUP INC
1089815,0.0158113202549078,"U.S. NEUROSURGICAL HOLDINGS, INC."
1089815,0.0158113202549078,ELITE HEALTH SYSTEMS INC.
1089819,0.003159428019839911,CLECO CORPORATE HOLDINGS LLC
108985,0.0029306124597806415,YORK WATER CO
1089907,0.0001642579213164432,SWK HOLDINGS CORP
1090012,0.008146489587029217,DEVON ENERGY CORP/DE
1090396,0.04319447194175576,TABLE TRAC INC
1090425,6.129626538716045e-18,LAMAR ADVERTISING CO/NEW
1090727,1.246636657208655e-06,UNITED PARCEL SERVICE INC
1090872,5.27545252439321e-11,"AGILENT TECHNOLOGIES, INC."
1091587,2.259684210606465e-18,ABB LTD
1091667,2.4669953687870735e-08,"CHARTER COMMUNICATIONS, INC. /MO/"
1091748,7.862041498587519e-06,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD."
1091748,7.862041498587519e-06,"ARGO GROUP INTERNATIONAL HOLDINGS, INC."
109177,2.1328323568829638e-05,"SPECTRUM BRANDS HOLDINGS, INC."
1091907,1.3082407043127632e-08,WORLD WRESTLING ENTERTAINMENTINC
1092289,0.002534670930623238,TRANSATLANTIC PETROLEUM LTD.
